Ticker,Dollar_Volume_at_932,Threshold_Used,Export_Time,Export_Date
CCL,37423528.20,14000000.00,11:11:50,2025-12-23
CRCL,32107908.80,14000000.00,11:11:50,2025-12-23
MRVL,24043872.00,14000000.00,11:11:50,2025-12-23
NEM,23826572.69,14000000.00,11:11:50,2025-12-23
BE,23448432.00,14000000.00,11:11:50,2025-12-23
APH,21259023.98,14000000.00,11:11:50,2025-12-23
CRDO,19009850.48,14000000.00,11:11:50,2025-12-23
SMCI,18213449.80,14000000.00,11:11:50,2025-12-23
OKLO,16720123.95,14000000.00,11:11:50,2025-12-23
ARM,16574686.96,14000000.00,11:11:50,2025-12-23
HIMS,16160452.75,14000000.00,11:11:50,2025-12-23
AAOI,16126820.36,14000000.00,11:11:50,2025-12-23
CMCSA,15841011.81,14000000.00,11:11:50,2025-12-23
DELL,15404048.55,14000000.00,11:11:50,2025-12-23
HUT,15153866.91,14000000.00,11:11:50,2025-12-23
UPST,14688855.90,14000000.00,11:11:50,2025-12-23
ANET,14672000.60,14000000.00,11:11:50,2025-12-23
KTOS,14055040.56,14000000.00,11:11:50,2025-12-23
